# Program:featureCounts v2.0.3; Command:"featureCounts" "-t" "exon" "-g" "Parent" "-O" "-M" "-a" "references/crassa/2489.all.withOrthoID.gff" "-o" "counts/crassa.featureCounts.tsv" "bams/crassa/SRR4448063.sam" "bams/crassa/SRR4448064.sam" "bams/crassa/SRR751454.cutadapt.sam" "bams/crassa/SRR755946.cutadapt.sam" "bams/crassa/SRR756251.cutadapt.sam" "bams/crassa/SRR756354.cutadapt.sam" "bams/crassa/SRR769610.sam" "bams/crassa/SRR769748.sam" 
Geneid	Chr	Start	End	Strand	Length	bams/crassa/SRR4448063.sam	bams/crassa/SRR4448064.sam	bams/crassa/SRR751454.cutadapt.sam	bams/crassa/SRR755946.cutadapt.sam	bams/crassa/SRR756251.cutadapt.sam	bams/crassa/SRR756354.cutadapt.sam	bams/crassa/SRR769610.sam	bams/crassa/SRR769748.sam
transcript:EAA35015	I;I;I	955540;955895;956548	955681;956317;957970	+;+;+	1988	2129	808	9	838	945	504	0	0
transcript:NCU14004-1	I	960340	961628	+	1289	22	33	1	330	194	214	0	0
transcript:EAA35013	I;I;I;I;I	965259;966418;966886;967629;967998	966300;966817;967503;967933;968393	+;+;+;+;+	2761	96	59	20	626	391	380	3	0
transcript:EAA35012	I;I	969499;972699	972640;974473	+;+	4917	53	30	3	292	200	200	0	1
transcript:ESA43792	I;I	974675;975576	975458;976129	-;-	1338	22	15	0	52	18	9	0	0
transcript:EAA35011	I	977122	978622	-	1501	35	10	3	128	104	82	0	0
transcript:EAA35010	I;I;I	978695;979678;979863	979604;979754;980576	+;+;+	1701	27902	37598	37	55565	44665	25655	12	6
transcript:NCU15008-1	I	980460	980551	-	92	27227	37400	35	55174	44423	25492	12	6
transcript:ESA43793	I	980957	982105	-	1149	140	261	2	510	212	156	0	0
transcript:EAA35009	I;I;I;I	983862;984740;985285;987163	984684;985231;986555;987884	+;+;+;+	3308	264	204	11	581	508	277	1	0
transcript:NCU15009-1	I	988181	988251	+	71	4931	7264	50183	84478	27493	32312	54	22
transcript:ESA43794	I	988544	989478	+	935	20	17	0	94	67	41	0	0
transcript:EAA35008	I	991777	993756	+	1980	59	20	10	885	543	393	1	0
transcript:EAA35007	I;I;I;I;I	996277;996898;998128;998320;998507	996798;998068;998262;998459;1000626	+;+;+;+;+	4088	173	91	8	375	325	237	0	0
transcript:NCU15010-1	I	1002284	1002378	-	95	2748	4158	28	1714	711	771	2	0
transcript:EAA35295	I;I	1002515;1006130	1006071;1006983	-;-	4411	233	140	52	1069	1066	688	0	2
transcript:EAA35294	I;I;I;I;I	1008855;1009248;1009490;1009608;1010096	1009007;1009340;1009547;1009652;1010430	+;+;+;+;+	684	9	11	0	66	43	37	0	0
transcript:EAA35293	I;I	1014237;1016593	1016526;1016969	-;-	2667	53	40	7	292	303	86	0	1
transcript:EAA35292	I;I;I;I;I	1016977;1017648;1017818;1017936;1018215	1017571;1017753;1017863;1018113;1018546	-;-;-;-;-	1257	30	19	2	141	69	49	0	0
transcript:EAA35291	I;I;I;I;I	1019425;1019974;1020097;1020403;1020570	1019791;1020005;1020315;1020493;1021505	+;+;+;+;+	1645	48	35	6	224	137	111	0	0
transcript:EAA35290	I;I;I;I;I;I;I;I	1022195;1022533;1022867;1022976;1023068;1023263;1023462;1023672	1022472;1022790;1022895;1022998;1023147;1023289;1023493;1024977	-;-;-;-;-;-;-;-	2033	61	52	23	811	751	470	0	1
transcript:ESA43795	I;I	1031190;1031296	1031256;1031840	+;+	612	7	50	0	224	71	115	0	0
transcript:EAA35288	I;I	1033949;1035555	1035486;1037601	+;+	3585	73	423	28	1232	795	621	307	49
transcript:EAA35287	I;I	1038405;1040248	1040183;1040827	+;+	2359	453	577	4	707	527	357	0	0
transcript:EAA35286	I	1040528	1042071	-	1544	58	276	2	273	156	102	0	0
transcript:EAA35285	I;I;I;I	1042247;1043079;1043715;1043910	1042973;1043597;1043820;1045920	+;+;+;+	3363	128	330	5	507	292	265	0	1
transcript:EAA35284	I;I	1043585;1044371	1044245;1046396	-;-	2687	76	169	4	389	216	184	0	0
transcript:EAA35283	I;I;I;I;I;I	1048323;1048753;1048863;1049003;1049258;1049570	1048593;1048785;1048921;1049183;1049490;1050458	+;+;+;+;+;+	1666	233	135	6	472	380	273	0	0
transcript:EAA35282	I;I	1050815;1051884	1051772;1052780	-;-	1855	180	94	6	244	163	106	0	0
transcript:ESA43796	I;I	1053693;1056041	1055983;1056607	-;-	2858	45	37	12	446	250	202	0	0
transcript:ESA43797	I;I	1054430;1056041	1055983;1056629	-;-	2143	27	27	7	242	148	106	0	0
transcript:EAA35280	I;I	1056828;1057302	1057222;1058196	+;+	1290	73	61	1	114	89	63	1	0
transcript:EAA35279	I;I;I	1058025;1058733;1058990	1058636;1058848;1059163	-;-;-	902	54	43	5	143	92	72	1	0
transcript:EAA35278	I;I	1059592;1061741	1061236;1061748	-;-	1653	50	23	5	209	129	98	0	0
transcript:ESA43798	I;I;I;I	1062038;1062275;1062496;1063117	1062215;1062441;1062644;1063387	+;+;+;+	765	12	14	0	107	39	62	0	0
transcript:ESA43799	I;I	1063534;1063951	1063855;1064640	+;+	1012	66	70	14	161	124	112	0	0
transcript:EAA35276	I;I;I;I	1064556;1064884;1066329;1066667	1064821;1066258;1066500;1067144	-;-;-;-	2291	42	41	0	190	170	122	0	0
transcript:ESA43800	I;I;I	1067739;1069045;1069705	1068975;1069649;1071303	-;-;-	3441	180	143	8	458	423	251	2	0
transcript:ESA43801	I;I;I	1067972;1069045;1069705	1068975;1069649;1071265	-;-;-	3170	170	139	8	437	388	234	2	0
transcript:EAA35274	I;I;I	1071693;1072242;1073762	1072171;1073663;1074448	-;-;-	2588	71	32	9	296	328	205	1	0
transcript:ESA43803	I	1074708	1077175	-	2468	36	27	0	287	213	180	0	0
transcript:ESA43802	I;I	1074708;1076939	1076473;1077243	-;-	2071	33	26	0	270	192	166	0	0
transcript:EAA35272	I;I	1077394;1078581	1078498;1078727	-;-	1252	79	21	4	76	66	50	0	0
transcript:EAA35271	I;I;I;I	1078879;1079789;1080042;1080397	1079706;1079964;1080337;1082251	+;+;+;+	3155	154	84	7	507	446	404	0	0
transcript:ESA43804	I;I;I	1082255;1082726;1083117	1082557;1083047;1083421	-;-;-	930	25	8	0	33	23	15	0	0
transcript:EAA35270	I	1084078	1086418	+	2341	50	43	9	536	253	439	0	0
transcript:EAA35269	I;I	1087390;1087875	1087733;1089342	+;+	1812	24	19	2116	36953	10480	33869	0	0
transcript:EAA35268	I	1090819	1091136	+	318	3	4	0	55	34	28	0	0
transcript:EDO65476	I;I	1094589;1095238	1095176;1097657	+;+	3008	98	307	7	357	236	146	0	0
transcript:EAA35066	I;I;I	1100620;1101030;1101207	1100827;1101129;1101246	+;+;+	348	3	2	0	6	8	7	0	0
transcript:EAA35065	I;I	1104931;1105284	1104940;1105465	+;+	192	1	3	0	4	6	1	0	0
transcript:EAA35064	I;I;I	1106804;1107461;1107620	1107401;1107558;1109214	+;+;+	2291	116	63	0	153	140	109	0	0
transcript:EAA35061	I;I	1116622;1117407	1117335;1119823	-;-	3131	214	87	8	444	289	233	0	1
transcript:EAA35060	I;I	1120540;1121810	1121707;1123500	-;-	2859	147	154	12	472	351	272	0	1
transcript:EAA35059	I	1124282	1127129	+	2848	115	66	14	777	234	504	1	0
transcript:EAA35058	I;I;I;I;I	1126296;1127728;1128190;1128577;1128813	1127658;1128111;1128485;1128595;1129113	-;-;-;-;-	2363	301	214	10	1056	764	648	1	0
transcript:EAA35056	I;I	1130487;1133277	1133198;1134042	-;-	3478	263	208	138	8615	2419	6986	2	1
transcript:EAA35055	I;I;I;I	1135057;1135557;1135809;1136276	1135498;1135708;1135988;1136630	-;-;-;-	1129	425	168	38	1523	1307	942	0	0
transcript:EAA35054	I;I	1138024;1138528	1138465;1138973	-;-	888	12	12	21	601	216	527	0	0
transcript:ESA43806	I;I;I	1139488;1143733;1143956	1143680;1143907;1145597	+;+;+	6010	376	215	23	1609	1227	974	1	0
transcript:ESA43805	I;I	1139488;1143733	1143680;1145597	+;+	6058	376	215	23	1609	1227	974	1	0
transcript:EAA35052	I;I;I	1146409;1148524;1148777	1148469;1148717;1150161	-;-;-	3640	88	45	1	512	512	329	0	0
transcript:EAA35051	I;I;I	1149307;1150044;1150426	1149575;1150152;1150509	+;+;+	462	8	4	0	55	59	28	0	0
transcript:ESA43807	I;I;I;I	1153067;1153739;1154078;1154413	1153596;1153967;1154147;1155147	-;-;-;-	1564	36	20	3	120	83	83	2	0
transcript:ESA43808	I;I;I;I	1153219;1153739;1154078;1154413	1153596;1153967;1154147;1154827	-;-;-;-	1092	30	13	3	99	63	69	2	0
transcript:EAA35049	I;I	1156535;1157837	1157770;1158645	-;-	2045	58	24	3	313	270	145	0	0
transcript:EAA35048	I	1159012	1160654	+	1643	39	58	0	171	117	68	0	0
transcript:EAA35047	I	1163363	1165206	+	1844	37	15	3	238	147	113	1	1
transcript:ESA43810	I;I;I	1165504;1165976;1166428	1165915;1166369;1167190	+;+;+	1569	106714	105420	13	6824	3331	2335	2	7
transcript:ESA43809	I;I;I	1165619;1165976;1166428	1165915;1166369;1167016	+;+;+	1280	106689	105410	13	6798	3310	2314	2	7
transcript:NCU15011-1	I	1166908	1166989	+	82	106648	105324	3	6295	2794	2038	2	6
transcript:EAA35045	I	1167267	1169263	-	1997	21	30	1	141	66	96	0	0
transcript:EAA35044	I;I	1169721;1170699	1170641;1172483	+;+	2706	135	113	5	279	185	126	0	0
transcript:ESA43812	I;I	1172476;1173993	1173939;1176089	-;-	3561	193	83	5	501	511	290	0	0
transcript:ESA43811	I;I;I;I	1172476;1173695;1173993;1174476	1173643;1173939;1174292;1176506	-;-;-;-	3744	199	89	4	511	514	299	0	0
transcript:EDO65475	I;I	1177734;1179669	1179573;1181278	+;+	3450	122	80	12	524	417	283	0	0
transcript:EAA34621	I;I	1187278;1187883	1187532;1193033	+;+	5406	256	146	18	630	618	350	2	0
transcript:EAA34620	I;I;I;I	1193568;1196643;1196815;1196972	1196585;1196747;1196870;1197315	-;-;-;-	3523	107	65	2	123	95	76	0	0
transcript:EAA34619	I	1197635	1199474	+	1840	52	42	1	87	110	52	0	0
transcript:EAA34618	I;I	1199893;1200692	1200625;1201414	+;+	1456	24	20	1	57	36	20	0	0
transcript:EAA34617	I;I	1201437;1202099	1202020;1202856	-;-	1342	36	23	4	79	60	37	1	0
transcript:EAA34616	I	1203257	1207192	+	3936	139	74	5	341	370	202	0	0
transcript:EAA34872	I;I	1232083;1234330	1234259;1237074	+;+	4922	612	806	22	1878	2470	1229	3	1
transcript:ESA43813	I	1235503	1237073	-	1571	137	185	4	224	295	149	1	0
transcript:EAA34871	I;I;I;I	1238098;1238963;1239204;1239368	1238880;1239094;1239292;1239971	-;-;-;-	1608	103	69	2	262	278	167	0	0
transcript:EAA34870	I	1240212	1246262	+	6051	164	104	6	849	988	551	0	0
transcript:EAA34869	I;I;I	1246770;1247548;1251022	1247474;1250875;1251361	-;-;-	4373	365	209	12	694	791	451	0	0
transcript:EAA34868	I;I;I;I	1253810;1255122;1255434;1256756	1255036;1255376;1256662;1257287	+;+;+;+	3243	114	102	4	282	247	157	1	0
transcript:EAA34867	I;I	1257685;1259497	1259399;1260160	+;+	2379	193	159	17	798	787	506	0	0
transcript:EAA34866	I;I	1260007;1260830	1260669;1261315	-;-	1149	21	34	0	64	50	30	0	0
transcript:EAA34865	I;I;I	1261771;1262433;1262795	1262356;1262731;1264189	+;+;+	2280	52	25	2	134	99	102	0	0
transcript:EAA34864	I	1264459	1265632	+	1174	38	21	1	56	59	31	0	0
transcript:ESA43815	I;I	1266588;1267568	1267496;1267823	-;-	1165	24	16	0	31	22	24	0	0
transcript:ESA43814	I;I	1266588;1267568	1267496;1267870	-;-	1212	24	16	0	32	23	24	0	0
transcript:EAA34862	I;I	1268157;1268740	1268666;1269998	+;+	1769	54	31	6	138	125	95	0	1
transcript:EAA34861	I;I;I	1270901;1271901;1276863	1271839;1276801;1277586	+;+;+	6564	809	518	82	2813	3092	1794	0	1
transcript:EDO65473	I	1277760	1278636	+	877	38	64	2	137	68	50	0	0
transcript:EDO65472	I;I	1280531;1281493	1281398;1281622	+;+	998	10	10	0	64	55	41	0	0
transcript:ESA43816	I	1283563	1284354	+	792	8	2	1	26	16	18	0	0
transcript:EAA34859	I	1284306	1287607	-	3302	73	43	7	160	121	105	0	0
transcript:EAA34858	I	1288054	1290439	+	2386	77	36	16	552	538	347	0	1
transcript:EDO65471	I;I;I;I	1290549;1290838;1291140;1292291	1290619;1290898;1292223;1292457	-;-;-;-	1383	61	45	6	464	206	324	0	0
transcript:EAA34755	I;I;I	1294508;1295157;1295548	1295011;1295201;1296535	+;+;+	1537	89	342	11	896	368	718	0	0
transcript:EAA34754	I	1296574	1298202	+	1629	26	24	2	164	93	114	0	0
transcript:EAA34753	I;I	1298092;1298712	1298608;1299820	-;-	1626	36	10	1	149	90	67	0	1
transcript:EAA34752	I;I	1304586;1305975	1305909;1306943	+;+	2293	131	36	0	79	67	28	0	0
transcript:EAA34751	I;I	1308054;1309338	1309242;1309774	-;-	1626	40	29	4	98	43	44	0	0
transcript:NCU14005-1	I	1310240	1311202	-	963	18	17	0	18	16	18	0	0
transcript:ESA43818	I;I;I	1312438;1313759;1315592	1313692;1315463;1316433	+;+;+	3802	188	87	7	507	491	349	0	0
transcript:ESA43817	I;I;I	1313486;1313759;1315547	1313692;1315463;1315839	+;+;+	2205	119	58	6	325	337	249	0	0
transcript:EAA34748	I;I;I	1331258;1332068;1333138	1332014;1333072;1334470	+;+;+	3095	66	34	2	158	137	97	0	0
transcript:EAA34492	I;I	1353673;1354234	1354146;1357751	+;+	3992	84	51	6	221	173	128	0	0
transcript:EAA34491	I;I	1358332;1359619	1359459;1361252	-;-	2762	212	67	7	779	1737	606	0	1
transcript:ESA43819	I;I	1362277;1362384	1362318;1362797	+;+	456	5	2	0	21	34	14	0	0
transcript:EAA34533	I;I;I	1365670;1366579;1367544	1366512;1367477;1368722	-;-;-	2921	100	86	3	284	504	207	0	0
transcript:EAA34532	I;I	1369550;1370728	1370671;1371000	-;-	1395	22	22	66	4182	1482	4016	0	0
transcript:EAA34531	I	1373703	1376146	+	2444	12	27	19	766	1598	492	0	0
transcript:NCU15012-1	I	1376742	1376813	+	72	3350	11389	0	6661	3392	2441	0	0
transcript:EAA34530	I	1383040	1386083	-	3044	99	108	3	137	155	46	0	0
transcript:EDO65469	I;I;I	1388105;1388662;1388912	1388239;1388744;1389128	+;+;+	435	8	9	2	17	10	12	0	0
transcript:EAA35376	I;I;I	1393134;1394887;1395356	1394613;1395277;1395776	-;-;-	2292	46	47	0	59	63	45	0	0
transcript:EAA35375	I;I;I;I;I;I	1396137;1396575;1396911;1397224;1397350;1397457	1396504;1396662;1397171;1397266;1397392;1397969	+;+;+;+;+;+	1316	47	1310	2	74	35	22	0	0
transcript:EAA35374	I;I	1398925;1399522	1399332;1408098	-;-	8985	280	147	38	1417	1681	817	0	0
transcript:EAA35373	I;I;I;I;I	1408693;1411073;1411443;1411672;1412989	1411013;1411386;1411616;1412920;1413986	+;+;+;+;+	5056	186	75	14	543	507	281	0	0
transcript:NCU14006-1	I;I	1422873;1423511	1423455;1424040	-;-	1113	39	8	1	77	57	18	0	0
transcript:EAA35372	I	1427429	1427674	-	246	4	0	2	17	21	19	0	0
transcript:EDO65468	I;I;I	1429651;1430278;1430574	1429770;1430307;1430693	+;+;+	270	2	3	0	9	7	12	0	0
transcript:EAA35371	I	1431811	1432828	+	1018	32	17	12	747	781	398	0	1
transcript:EAA35370	I;I;I;I	1437773;1438587;1438721;1438934	1438527;1438645;1438865;1439501	-;-;-;-	1527	41	29	4	166	139	79	0	0
transcript:EAA35369	I;I;I;I;I	1439827;1441012;1441248;1442045;1442889	1440642;1441112;1441976;1442832;1443859	+;+;+;+;+	3405	124	56	2	427	429	241	0	2
transcript:EAA35368	I;I	1444409;1445377	1445303;1447511	+;+	3030	50	24	2	97	53	51	0	0
transcript:EAA35367	I;I;I	1447740;1449059;1449215	1448991;1449130;1450101	-;-;-	2211	175	89	11	319	329	200	0	0
transcript:EAA35366	I;I;I;I;I	1450891;1451214;1451450;1451696;1452234	1451024;1451391;1451618;1451974;1453703	+;+;+;+;+	2230	1266	739	15	1867	2007	1060	1	0
transcript:EAA35365	I;I;I	1454681;1455528;1457444	1455462;1457338;1457939	+;+;+	3089	127	180	1	231	183	133	0	0
transcript:EAA35364	I	1458939	1460486	-	1548	15	13	1	84	105	47	0	0
transcript:EAA35362	I;I	1462796;1463401	1463339;1463885	+;+	1029	13	11	0	124	169	98	0	0
transcript:EAA35361	I	1464483	1467285	-	2803	130	73	5	354	377	175	0	0
transcript:ESA43820	I;I	1467490;1469780	1469714;1470001	+;+	2447	55	40	10	432	601	352	0	0
transcript:ESA43821	I;I	1470137;1470665	1470586;1474086	+;+	3872	126	94	2	374	375	248	0	0
transcript:ESA43823	I;I	1474024;1475790	1475725;1480767	-;-	6680	240	125	13	412	517	241	0	0
transcript:ESA43822	I;I;I	1474024;1475790;1479583	1475725;1479525;1480845	-;-;-	6701	241	125	13	414	518	243	0	0
transcript:EAA35358	I	1481604	1483771	+	2168	43	25	1	108	98	53	0	0
transcript:EDO65467	I;I;I	1482503;1484223;1484548	1484150;1484459;1484761	-;-;-	2099	72	38	2	159	174	93	0	0
transcript:EAA35357	I	1485051	1487679	+	2629	104	53	3	164	160	108	0	0
transcript:EAA35356	I	1488131	1491767	-	3637	90	38	5	252	246	148	0	0
transcript:EAA35355	I;I;I	1491850;1492949;1493181	1492873;1493041;1493467	-;-;-	1404	65	60	2	117	127	64	0	0
transcript:EAA34783	I	1493863	1497088	+	3226	76	50	8	227	290	120	0	1
transcript:EAA34782	I	1498418	1499287	+	870	7	7	0	20	28	15	0	0
transcript:EAA34781	I;I;I	1500611;1500981;1501356	1500916;1501098;1502061	-;-;-	1130	37	10	0	30	23	9	0	0
transcript:EAA34780	I	1502329	1504735	-	2407	33	17	3	131	119	89	0	0
transcript:EAA34779	I;I	1505686;1506803	1506741;1508350	+;+	2604	303	300	14	430	424	273	1	0
transcript:EAA34778	I	1509113	1511198	+	2086	46	23	1	64	60	33	0	0
transcript:ESA43824	I;I;I;I;I	1511066;1513215;1513505;1513887;1514873	1513164;1513444;1513834;1514791;1516877	-;-;-;-;-	5569	307	102	10	594	534	347	1	1
transcript:ESA43825	I;I;I;I	1511407;1513215;1513505;1513887	1513164;1513444;1513834;1515813	-;-;-;-	4245	223	81	9	482	414	288	1	1
transcript:EAA34776	I;I	1519311;1520528	1520465;1521830	+;+	2458	45	19	1	163	136	87	0	0
transcript:EAA34775	I;I;I	1522371;1523187;1523341	1522768;1523272;1524619	+;+;+	1763	55	17	5	80	94	52	0	1
transcript:EAA34774	I	1524545	1526538	-	1994	75	37	2	127	110	64	0	0
transcript:EAA34773	I	1526760	1531289	+	4530	74	30	3	205	191	87	0	1
transcript:ESA43826	I	1531969	1539067	-	7099	265	124	32	829	941	447	0	0
transcript:ESA43827	I	1532016	1539067	-	7052	261	122	31	826	939	445	0	0
transcript:EDO65466	I;I	1539599;1541217	1541060;1542181	-;-	2427	87	41	3	259	262	179	0	1
transcript:EAA35437	I;I;I;I;I;I;I;I;I	1543429;1543723;1544310;1544574;1544924;1545252;1546008;1546227;1546570	1543655;1544254;1544518;1544853;1545157;1545937;1546170;1546469;1548853	+;+;+;+;+;+;+;+;+	4858	110	94	5	176	189	98	536	84
transcript:NCU15013-1	I	1550129	1550221	+	93	76194	43383	719	488488	217890	184628	110	107
transcript:EAA35435	I;I	1551034;1555190	1555089;1556590	-;-	5457	412	209	3	401	340	202	0	0
transcript:EAA35434	I;I;I	1559715;1560700;1563709	1560630;1563639;1564953	+;+;+	5101	243	111	10	519	613	314	1	0
transcript:EAA35432	I;I	1570281;1570921	1570857;1573326	+;+	2983	50	82	5	453	416	271	0	1
transcript:EAA35430	I;I;I;I	1574297;1575449;1576057;1576197	1575241;1575934;1576128;1576855	-;-;-;-	2162	115	74	3	396	532	214	1	1
transcript:EAA35429	I;I	1577097;1577823	1577738;1579064	+;+	1884	48	42	7	213	161	113	0	0
transcript:NCU15014-1	I	1579426	1579538	-	113	1261	7265	1	12551	3618	3907	1	0
transcript:EAA35428	I;I;I;I	1580447;1581349;1581608;1582201	1581243;1581523;1582102;1582733	-;-;-;-	2000	58	37	1	109	95	44	0	0
transcript:EAA35427	I;I;I;I	1585578;1586380;1586527;1586662	1586317;1586456;1586604;1587620	+;+;+;+	1854	287	115	4	662	763	312	1	0
transcript:EAA35426	I	1587862	1589691	+	1830	12	6	3	121	98	71	0	0
transcript:EAA35425	I;I	1591138;1593349	1593275;1593827	+;+	2617	61	32	9	370	363	221	0	0
transcript:EAA35424	I	1594029	1595080	+	1052	15	7	2	124	134	83	0	0
transcript:EAA35423	I;I	1597095;1597245	1597178;1598324	+;+	1164	37	13	1	46	50	23	0	0
transcript:NCU15015-1	I	1599197	1599267	-	71	10	197	81	753	556	354	0	0
transcript:EAA35422	I;I;I	1600191;1601156;1606768	1601077;1606700;1607696	-;-;-	7361	192	93	23	594	679	413	0	1
transcript:EAA35421	I;I	1608043;1609681	1609626;1609879	-;-	1783	43	23	0	160	95	76	0	0
transcript:ESA43828	I;I	1611869;1613761	1613736;1615028	+;+	3136	41	12	26	887	374	791	0	0
transcript:EAA35419	I;I;I	1615158;1616714;1618003	1616649;1617525;1618412	-;-;-	2714	128	46	11	1892	474	1554	0	0
transcript:EAA35418	I;I;I	1619717;1619888;1620059	1619825;1619992;1622826	+;+;+	2982	30	17	2	84	73	43	0	0
transcript:EAA35417	I;I;I;I	1623363;1624617;1625334;1625636	1624511;1625266;1625553;1626629	+;+;+;+	3013	59	11	15	432	696	257	1	0
transcript:EAA35416	I	1627025	1628920	+	1896	11	2	24	228	346	155	0	0
transcript:EAA35415	I;I;I;I	1629032;1629378;1629494;1629831	1629253;1629402;1629731;1630347	+;+;+;+	1002	11	5	2	73	124	62	0	0
transcript:EAA35414	I;I	1630458;1631484	1631408;1632188	-;-	1656	47	51	8	234	205	125	0	0
transcript:EAA35413	I;I;I	1632189;1632815;1633288	1632734;1633212;1633702	+;+;+	1359	56	29	17	283	280	171	0	0
transcript:EAA35412	I;I	1634631;1636048	1635973;1637672	+;+	2968	121	72	7	537	483	342	1	1
transcript:EAA35411	I;I	1637659;1639327	1639258;1639748	-;-	2022	84	28	0	201	152	115	0	0
transcript:EAA35410	I;I;I;I;I	1640002;1640317;1640445;1640520;1641870	1640250;1640389;1640454;1641736;1642222	+;+;+;+;+	1902	85	45	1	146	175	89	0	1
transcript:EAA35409	I;I;I;I;I;I	1642517;1643708;1644019;1644469;1644756;1644896	1643614;1643940;1644401;1644684;1644837;1645081	-;-;-;-;-;-	2198	25	19	15	337	337	233	0	0
transcript:EAA35408	I	1647684	1650672	+	2989	4045	2252	4	7452	4375	2767	0	0
transcript:EAA35407	I	1650820	1651386	+	567	8	6	0	26	22	25	0	0
transcript:EAA35649	I	1651491	1655292	-	3802	272	237	9	620	414	426	0	0
transcript:EAA35648	I	1657834	1659835	-	2002	37	24	1	76	90	59	0	0
transcript:EAA35647	I;I;I	1660522;1660989;1661209	1660908;1661150;1661793	+;+;+	1134	380	972	4	8300	4895	4477	1	0
transcript:EAA35646	I;I;I;I	1663002;1663852;1664158;1664498	1663333;1663878;1664417;1665672	+;+;+;+	1794	67	134	2	220	248	111	0	1
transcript:EAA35645	I;I;I;I	1665463;1666033;1666305;1666656	1665897;1666217;1666356;1666966	-;-;-;-	983	423	181	6	225	298	163	0	0
transcript:EAA35644	I;I	1667609;1670038	1669979;1671392	+;+	3726	147	98	6	455	524	252	2	0
transcript:EAA35643	I;I	1671707;1672580	1672500;1673426	+;+	1641	51	12	2	39	38	24	0	0
transcript:EAA35642	I;I;I	1673395;1674635;1674783	1674386;1674692;1675076	-;-;-	1344	95	55	7	101	127	64	0	1
transcript:EAA35641	I;I;I;I;I;I;I;I;I	1675354;1676654;1676897;1677011;1677219;1677347;1677826;1678561;1678744	1676575;1676832;1676954;1677164;1677286;1677754;1678474;1678650;1679439	-;-;-;-;-;-;-;-;-	3524	106	55	8	360	331	203	1	0
transcript:EAA35640	I;I;I;I;I;I	1679855;1681026;1681189;1682660;1683548;1683732	1680970;1681134;1682605;1683466;1683606;1684385	-;-;-;-;-;-	4162	318	171	21	895	986	548	0	0
transcript:EAA35639	I;I;I;I	1685685;1686577;1688227;1688456	1686505;1688154;1688371;1689164	-;-;-;-	3253	115	113	9	373	396	225	0	0
transcript:EAA35638	I	1690523	1694696	-	4174	192	309	6	721	775	391	0	0
transcript:EAA35637	I;I	1696442;1696938	1696604;1697182	+;+	408	5	9	0	69	36	18	0	0
transcript:EAA35636	I;I;I;I;I	1697784;1698140;1698368;1698488;1698595	1698040;1698304;1698430;1698531;1698862	+;+;+;+;+	797	73	42	0	52	37	29	0	0
transcript:EAA35635	I;I;I	1699141;1699828;1700691	1699734;1700631;1703074	+;+;+	3782	192	78	12	265	254	168	1	0
transcript:EAA35634	I	1702853	1704727	-	1875	294	131	2	212	145	126	0	0
transcript:EAA35633	I	1706234	1708298	+	2065	131	86	8	342	275	190	0	0
transcript:EAA35632	I;I;I;I	1711539;1711832;1712203;1712401	1711739;1711961;1712341;1714654	+;+;+;+	2724	9407	6128	308	13785	18330	7697	11	7
transcript:EAA35631	I;I;I	1715205;1717293;1717630	1717225;1717567;1718857	-;-;-	3524	100	48	1	293	154	183	0	0
transcript:EAA35630	I;I;I	1719008;1719351;1719763	1719275;1719684;1720680	+;+;+	1520	71	54	2	228	163	121	0	1
transcript:EAA35629	I;I;I	1720671;1720980;1721258	1720907;1721186;1721335	-;-;-	522	33	21	0	70	55	39	0	0
transcript:EAA35628	I;I	1721690;1723461	1723363;1724492	+;+	2706	85	38	7	244	152	170	0	1
transcript:EAA35627	I;I	1724390;1726382	1726322;1728311	-;-	3863	115	137	24	771	822	428	0	0
transcript:EAA35626	I;I	1730345;1732066	1732010;1733261	-;-	2862	165	47	5	230	177	156	1	0
transcript:NCU14007-1	I	1735311	1736266	-	956	17	13	1	39	50	25	0	0
transcript:EAA35625	I;I;I	1736763;1737839;1739259	1737767;1739204;1740530	+;+;+	3643	186	113	14	1883	1484	1025	0	0
transcript:EAA35624	I;I	1741307;1743168	1742871;1743453	-;-	1851	9	10	2	117	79	117	0	0
transcript:ESA43830	I;I;I	1746594;1747318;1747865	1747092;1747643;1748864	+;+;+	1825	127	29	5	397	356	233	0	0
transcript:ESA43829	I;I;I	1746594;1747318;1747865	1747092;1747643;1748936	+;+;+	1897	127	29	5	404	367	239	0	0
transcript:EAA35622	I;I	1748851;1750742	1750669;1751419	-;-	2497	82	25	9	301	347	187	0	0
transcript:EAA35621	I;I;I;I;I	1751806;1752531;1753410;1754792;1755202	1752472;1753346;1754724;1755102;1755449	-;-;-;-;-	3357	398	188	14	1007	1160	624	0	0
transcript:EAA35620	I;I;I;I	1755857;1756646;1757457;1758553	1756582;1757398;1758498;1759115	-;-;-;-	3084	102	46	3	253	280	152	0	0
